"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","788","CASCADE","ALTO","ON DELETE CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","870","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1494","CASCADE","ALTO","recepcion_id BIGINT NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1516","CASCADE","ALTO","traspaso_id BIGINT NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1553","CASCADE","ALTO","op_id BIGINT NOT NULL REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1562","CASCADE","ALTO","op_id BIGINT PRIMARY KEY REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1794","CASCADE","ALTO","sesion_id          BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1804","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1821","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","1833","CASCADE","ALTO","sesion_id                  BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","2279","CASCADE","ALTO","sesion_id          BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","2289","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","2307","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","2321","CASCADE","ALTO","sesion_id                BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3011","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3502","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3556","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3592","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3631","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3678","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3730","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3820","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3841","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","3955","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4043","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4320","CASCADE","ALTO","session_id     BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4328","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4335","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4342","CASCADE","ALTO","session_id      BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4480","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.users CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4481","CASCADE","ALTO","DROP SEQUENCE IF EXISTS selemti.users_id_seq CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","4500","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5188","CASCADE","ALTO","ON DELETE CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5272","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5900","CASCADE","ALTO","recepcion_id BIGINT NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5922","CASCADE","ALTO","traspaso_id BIGINT NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5959","CASCADE","ALTO","op_id BIGINT NOT NULL REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","5968","CASCADE","ALTO","op_id BIGINT PRIMARY KEY REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6203","CASCADE","ALTO","sesion_id          BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6213","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6230","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6242","CASCADE","ALTO","sesion_id                  BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6691","CASCADE","ALTO","sesion_id          BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6701","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6719","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","6733","CASCADE","ALTO","sesion_id                BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","7428","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","7942","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","7996","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8032","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8071","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8120","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8172","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8264","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8285","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8401","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8491","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8776","CASCADE","ALTO","session_id     BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8784","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8791","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8798","CASCADE","ALTO","session_id      BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","8948","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9085","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9139","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9175","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9214","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9263","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9315","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9407","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9428","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9544","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","9634","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10297","CASCADE","ALTO","precorte_id bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10306","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10314","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10321","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10532","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10543","CASCADE","ALTO","precorte_id BIGINT NOT NULL REFERENCES selempos.selempos_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","10551","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12655","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12790","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12844","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12880","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12919","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","12966","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13018","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13108","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13129","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13243","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13331","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","13662","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","14007","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","25831","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","25841","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","25851","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","25861","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","27485","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39555","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39645","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39655","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39735","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39745","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39755","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39765","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39815","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","39825","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","41430","CASCADE","ALTO","precorte_id bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","41439","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","41447","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","41454","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","41543","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50011","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50021","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50031","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50041","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50148","CASCADE","ALTO","compra_id              BIGINT   NOT NULL REFERENCES selemti.compra(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50183","CASCADE","ALTO","recepcion_id              BIGINT NOT NULL REFERENCES selemti.recepcion(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50212","CASCADE","ALTO","traspaso_id  BIGINT NOT NULL REFERENCES selemti.traspaso(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50228","CASCADE","ALTO","produccion_id  BIGINT NOT NULL REFERENCES selemti.produccion(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","50236","CASCADE","ALTO","produccion_id       BIGINT NOT NULL REFERENCES selemti.produccion(id) ON DELETE CASCADE,",".sql"
