"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","188","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.uom_conversion_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","189","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidad_medida_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","190","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidades_medida_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","213","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","214","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","215","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.user_roles CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","238","CASCADE","ALTO","-- Continuar con CASCADE",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","242","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","243","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.proveedor CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","244","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.almacen CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","245","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.bodega CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","253","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","254","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.lote CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","255","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.merma CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","256","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.stock_policy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","264","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","265","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","273","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","274","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","275","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","277","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","278","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_produccion_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","279","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","280","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","281","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_yield CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","289","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","290","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","291","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_version CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","292","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_shadow CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","294","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","295","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","303","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_mov CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","304","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_arqueo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","305","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_adj CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","306","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","317","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.audit_log CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","433","CASCADE","ALTO","| FKs CASCADE eliminan datos en tablas actuales | BAJA | Backup + dry-run primero |",".md"
"docs\00.history\BD\NoviembreDocs\README_AUDITORIA.md","229","CASCADE","ALTO","| FKs CASCADE eliminan datos | BAJA | CRÍTICO | Backup + dry-run + validación |",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","412","CASCADE","ALTO","| 1 | **conversiones_unidad_legacy** | 0 | → unidades_medida_legacy | ❌ DROP CASCADE |",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","415","CASCADE","ALTO","| 4 | **uom_conversion_legacy** | 0 | → unidad_medida_legacy | ❌ DROP CASCADE |",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","471","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.conversiones_unidad_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","472","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.uom_conversion_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","473","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidad_medida_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","474","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidades_medida_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","477","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","478","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","479","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.user_roles CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","482","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","483","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.proveedor CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","486","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.almacen CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","487","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.bodega CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","493","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","494","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.lote CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","495","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.merma CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","496","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.stock_policy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","502","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","503","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","507","DROP TABLE","ALTO","-- DROP TABLE IF EXISTS selemti.transfer_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","508","DROP TABLE","ALTO","-- DROP TABLE IF EXISTS selemti.transfer_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","515","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","516","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","517","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","520","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","521","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_produccion_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","522","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","523","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","526","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_yield CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","533","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","534","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","535","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_version CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","536","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_shadow CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","539","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","540","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","547","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_mov CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","548","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_arqueo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","549","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_adj CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","552","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","562","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.audit_log CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","588","DROP TABLE","ALTO","-- DROP TABLE selemti.auditoria CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","604","DROP TABLE","ALTO","-- DROP TABLE selemti.users CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","863","CASCADE","ALTO","| **Tablas legacy vacías a eliminar** | ~50 | DROP CASCADE |",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS_COMPLETO.md","885","CASCADE","ALTO","| 2 | FKs CASCADE eliminan datos | BAJA | CRÍTICO | Revisar CASCADE, backup |",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","454","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""conversiones_unidad_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","455","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidad_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","456","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidades_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","457","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""uom_conversion_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","458","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""usuario"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","459","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""rol"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","460","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""sucursal"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","461","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""almacen"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","462","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""proveedor"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","463","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidad_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","464","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidades_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","465","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""conversiones_unidad_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","466","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""uom_conversion_legacy"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","467","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""receta"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","468","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""receta_cab"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","469","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""caja_fondo"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","470","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""cash_funds"" CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","481","DROP TABLE","ALTO","-- DROP TABLE selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\REPORTE_AUDITORIA_DUPLICADOS.md","505","CASCADE","ALTO","2. **Foreign Keys**: CASCADE drops pueden eliminar datos relacionados.",".md"
"docs\00.history\BD\NoviembreDocs\10_11_2025\RESUMEN_SESION_10_NOV_2025.md","215","CASCADE","ALTO","postcorte_id BIGINT REFERENCES selemti.postcorte(id) ON DELETE CASCADE,",".md"
"docs\00.history\BD\NoviembreDocs\10_11_2025\RESUMEN_SESION_10_NOV_2025.md","216","CASCADE","ALTO","sesion_id BIGINT REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".md"
"docs\00.history\BD\NoviembreDocs\10_11_2025\SOLUCION_ERROR_412_POS_CUT_MISSING.md","95","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.vw_sesion_dpr CASCADE;",".md"
"docs\00.history\BD\patches_docs\README.md","24","psql -f","MEDIO","Todos los scripts incluyen `BEGIN; ... COMMIT;` para que puedas aplicarlos con `psql -f`. Ejecuta...",".md"
"docs\00.history\CajaChica\Corte de Caja\GAP_ANALYSIS_COMPLETE-20251017.md","24","CASCADE","ALTO","postcorte_id BIGINT NOT NULL UNIQUE REFERENCES selemti.postcorte(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\Corte de Caja\GAP_ANALYSIS_COMPLETED-20251017.md","26","CASCADE","ALTO","postcorte_id BIGINT NOT NULL UNIQUE REFERENCES selemti.postcorte(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\Corte de Caja\RESUMEN_SESION_10_NOV_2025.md","215","CASCADE","ALTO","postcorte_id BIGINT REFERENCES selemti.postcorte(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\Corte de Caja\RESUMEN_SESION_10_NOV_2025.md","216","CASCADE","ALTO","sesion_id BIGINT REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\Corte de Caja\VERIFICACION_IMPLEMENTACION.md","35","CASCADE","ALTO","- ✅ movement_id → cash_fund_movements (CASCADE)",".md"
"docs\00.history\CajaChica\FondoCaja\03-MIGRACIONES.md","66","CASCADE","ALTO","FOREIGN KEY (cash_fund_id) REFERENCES selemti.cash_funds(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\FondoCaja\03-MIGRACIONES.md","92","CASCADE","ALTO","FOREIGN KEY (cash_fund_id) REFERENCES selemti.cash_funds(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\FondoCaja\03-MIGRACIONES.md","117","CASCADE","ALTO","FOREIGN KEY (movement_id) REFERENCES selemti.cash_fund_movements(id) ON DELETE CASCADE,",".md"
"docs\00.history\CajaChica\FondoCaja\03-MIGRACIONES.md","138","migrate:reset","MEDIO","php artisan migrate:reset",".md"
"docs\00.history\CajaChica\FondoCaja\03-MIGRACIONES.md","208","CASCADE","ALTO","-- CASCADE eliminará movimientos, arqueos y auditoría automáticamente",".md"
"docs\00.history\CajaChica\FondoCaja\09-INSTALACION.md","121","migrate:fresh","EXTREMO","php artisan migrate:fresh",".md"
"docs\00.history\Inventario\UOM_STRATEGY_TERRENA.md","76","CASCADE","ALTO","- `FOREIGN KEY (origen_id) REFERENCES cat_unidades(id) ON DELETE CASCADE`",".md"
"docs\00.history\Inventario\UOM_STRATEGY_TERRENA.md","77","CASCADE","ALTO","- `FOREIGN KEY (destino_id) REFERENCES cat_unidades(id) ON DELETE CASCADE`",".md"
"docs\00.history\Onboarding\DEV_ONBOARDING.md","81","TRUNCATE","ALTO","- **Destructive Operations:** Always seek confirmation before running `DROP`, `TRUNCATE`, or dele...",".md"
"docs\00.history\Replenishment\MIGRATIONS_SPRINT_1.1_BORRADOR.md","216","CASCADE","ALTO","->onDelete('cascade');",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","271","CASCADE","ALTO","suggestion_id BIGINT NOT NULL REFERENCES selemti.purchase_suggestions(id) ON DELETE CASCADE,",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","793","CASCADE","ALTO","return_id BIGINT NOT NULL REFERENCES selemti.purchase_returns(id) ON DELETE CASCADE,",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","897","CASCADE","ALTO","suggestion_id BIGINT NOT NULL REFERENCES selemti.production_suggestions(id) ON DELETE CASCADE,",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","913","CASCADE","ALTO","suggestion_id BIGINT NOT NULL REFERENCES selemti.production_suggestions(id) ON DELETE CASCADE,",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","1169","CASCADE","ALTO","suggestion_id BIGINT NOT NULL REFERENCES selemti.transfer_suggestions(id) ON DELETE CASCADE,",".md"
"docs\00.history\Replenishment\REDISENO_TRES_FLUJOS.md","1368","CASCADE","ALTO","return_id BIGINT NOT NULL REFERENCES selemti.transfer_returns(id) ON DELETE CASCADE,",".md"
"docs\00.history\UI-UX\definición\PROMPT_MAESTRO.md","354","migrate:fresh","EXTREMO","- [ ] **Migraciones OK**: `php artisan migrate:fresh --seed` sin errores",".md"
"docs\00.history\UI-UX\definición\Transferencias.md","290","CASCADE","ALTO","transfer_header_id BIGINT NOT NULL REFERENCES selemti.transfer_header(id) ON DELETE CASCADE,",".md"
"docs\00.history\UI-UX\definición\Transferencias.md","306","CASCADE","ALTO","transfer_header_id BIGINT NOT NULL REFERENCES selemti.transfer_header(id) ON DELETE CASCADE,",".md"
"docs\00.history\UI-UX\definición\Transferencias.md","398","migrate:fresh","EXTREMO","- [ ] **Migraciones OK**: `php artisan migrate:fresh --seed` sin errores",".md"
"docs\00.history\UI-UX\definición\Prompts\Inventario\Items\PROMPT_ITEMS_ALTAS.md","338","migrate:fresh","EXTREMO","- [ ] Migraciones OK: `php artisan migrate:fresh --seed` sin errores",".md"
"docs\00.history\UI-UX\MASTER\CHECKLIST_SATURDAY_MORNING.md","613","TRUNCATE","ALTO","2. Truncate table: `DB::table('xxx')->truncate();` (⚠️ only local)",".md"
"docs\00.history\UI-UX\MASTER\DEPLOYMENT_GUIDE_WEEKEND.md","660","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.recipe_cost_snapshots;",".md"
"docs\00.history\UI-UX\MASTER\07_DELEGACION_AI\CHECKLIST_VALIDACION.md","208","migrate:fresh","EXTREMO","php artisan migrate:fresh --seed",".md"
"docs\00.history\UI-UX\MASTER\07_DELEGACION_AI\PROMPT_MAESTRO_V2.md","357","CASCADE","ALTO","transfer_header_id BIGINT NOT NULL REFERENCES selemti.transfer_header(id) ON DELETE CASCADE,",".md"
"docs\00.history\UI-UX\MASTER\07_DELEGACION_AI\PROMPT_MAESTRO_V2.md","744","CASCADE","ALTO","->onDelete('cascade');",".md"
"docs\00.history\UI-UX\MASTER\07_DELEGACION_AI\PROMPT_MAESTRO_V2.md","757","Schema::drop","MEDIO","Schema::dropIfExists('selemti.transfer_detail');",".md"
